tc0567,MOLIERE,"L'IMPROMPTU DE VERSAILLES, COMÉDIE",n.av.,1682,Comédie,moeurs françaises,Un acte,prose,MOLIERE_IMPROMPTUVERSAILLES
tc0568,MOLIÈRE,"LA JALOUSIE DU BARBOUILLÉ, COMÉDIE",1660,1650,Farce,moeurs françaises,Un acte,prose,MOLIERE_JALOUSIEDUBARBOUILLE
tc0569,MOLIÈRE,"LE MALADE IMAGINAIRE, COMÉDIE.",1673,1682,Comédie,moeurs françaises,"Trois actes, un prologue",mixte,MOLIERE_MALADEIMAGINAIRE
tc0570,MOLIÈRE,"LE MARIAGE FORCÉ, COMÉDIE-BALLET.",n.av.,1668,Comédie-ballet,moeurs françaises,Un acte,prose,MOLIERE_MARIAGEFORCE
tc0571,MOLIÈRE,"LE MÉDECIN MALGRÉ LUI, COMÉDIE.",1660,1668,Comédie,moeurs françaises,Un acte,prose,MOLIERE_MEDECINMALGRELUI
tc0572,MOLIERE,"LE MÉDECIN VOLANT, COMÉDIE",n.av.,1682,Farce,moeurs françaises,Un acte,prose,MOLIERE_MEDECINVOLANT
tc0573,MOLIERE,"MÉLICERTE, COMÉDIE PASTORALE HÉROÏQUE",n.av.,1682,Comédie héroïque,pastorale,Deux actes,vers,MOLIERE_MELICERTE
tc0574,MOLIÈRE,"LE MISANTHROPE ou L'ATRABILAIRE AMOUREUX, COMÉDIE",1666,1666,Comédie,moeurs françaises,Cinq actes,vers,MOLIERE_MISANTHROPE
tc0575,Molière,"MONSIEUR DE POURCEAUGNAC, COMÉDIE-BALLET.",n.av.,1665,Comédie-ballet,moeurs françaises,Cinq actes,mixte,MOLIERE_MONSIEURPOURCEAUGNAC
tc0576,MOLIÈRE,"LES PRÉCIEUSES RIDICULES, COMÉDIE",1659,1660,Comédie,moeurs françaises,Un acte,prose,MOLIERE_PRECIEUSESRIDICULES
tc0577,Molière,"LA PRINCESSE D'ÉLIDE, COMÉDIE GALANTE",1664,1664,Comédie galante,moeurs françaises,Cinq actes,mixte,MOLIERE_PRINCESSEDELIDE
tc0578,MOLIÈRE,"PSYCHÉ, TRAGI-COMÉDIE",1666,1666,Tragi-comédie,moeurs françaises,Cinq actes,vers,MOLIERE_PSYCHE
tc0579,MOLIÈRE,"SGANARELLE ou Le COCU IMAGINAIRE, COMÉDIE",1660,1660,Comédie,moeurs françaises,Un acte,vers,MOLIERE_SGANARELLE
tc0580,MOLIÈRE,"LE SICILIEN OU L'AMOUR PEINTRE, COMÉDIE",1655,1655,Comédie,moeurs françaises,Un acte,mixte,MOLIERE_SICILIEN
tc0581,MOLIÈRE,"LE TARTUFFE ou L'IMPOSTEUR, COMÉDIE",1669,1669,Comédie,moeurs françaises,Cinq actes,vers,MOLIERE_TARTUFFE
tc0582,MOLIÈRE,"LE TARTUFFE ou L'HYPOCRITE, COMÉDIE",n.av.,2011,Comédie,moeurs françaises,Trois actes,vers,MOLIERE_TARTUFFE64
tc0583,"MOLINE, Pierre-Louis","L'INCONNUE PERSÉCUTÉE, COMÉDIE EN DEUX ACTES ET EN PROSE.",n.av.,1765,Comédie,moeurs françaises,Un acte,mixte,MOLINE_INCONNUE
tc0584,"MOLINE, Pierre-Louis","LES LEGISLATRICES, COMÉDIE, EN UN ACTE ET EN VERS LIBRES; MÉLÉE D'ARIETTES.",n.av.,1765,Comédie,moeurs françaises,Un acte,vers,MOLINE_LEGISLATRICES
tc0585,François-Augustin Paradis de MONCRIF,"LES ABDERITES, COMÉDIE",1732,1737,Comédie,moeurs françaises,"Un acte, un prologue",vers,MONCRIF_ABDERITES
tc0586,"NADAL, Augustin","ANTIOCHUS, ou LES MACCABÉES, TRAGÉDIE",n.av.,1723,Tragédie,bible,Cinq actes,vers,NADAL_ANTIOCHUS
tc0587,"NADAL, Augustin","HÉRODE, TRAGÉDIE",n.av.,1709,Tragédie,bible,Cinq actes,vers,NADAL_HERODE
tc0588,"NADAL, Augustin","MARIAMNE, TRAGÉDIE",n.av.,1725,Tragédie,bible,Cinq actes,vers,NADAL_MARIAMNE
tc0589,"NADAL, Augustin","OSARPHIS ou MOÏSE, TRAGÉDIE",n.av.,1738,Tragédie,bible,Cinq actes,vers,NADAL_OSARPHISMOISE
tc0590,"NADAL, Augustin","LE PARADIS TERRESTRE, DIVERTISSEMENT.",1735,1735,Divertissement,bible,Un acte,vers,NADAL_PARADISTERRESTRE
tc0591,"NADAL, Augustin","SAÜL, TRAGÉDIE",n.av.,1731,Tragédie,bible,Cinq actes,vers,NADAL_SAUL
tc0592,"NERICAULT-DESTOUCHES, Philippe","LE GLORIEUX, COMÉDIE",n.av.,1732,Comédie,moeurs françaises,Cinq actes,vers,NERICAULT_GLORIEUX
tc0593,"NIVELLE de la CHAUSSÉE, Pierre","ÉCOLE DES AMIS, Comédie.",1747,1749,Comédie,moeurs françaises,Cinq actes,vers,NIVELLE_ECOLEDESAMIS
tc0594,"NIVELLE de la CHAUSSÉE, Pierre","L'ÉCOLE DES MÈRES, en cinq acte et en vers, Comédie.",1745,1745,Comédie,moeurs françaises,Cinq actes,vers,NIVELLE_ECOLEMERES
tc0595,"NIVELLE de la CHAUSSÉE, Pierre","LA FAUSEE ANTIPATHIE, Comédie avec un prologue et la critique de cette pièce.",1745,1734,Comédie,moeurs françaises,"Trois actes, un prologue",vers,NIVELLE_FAUSSEANTIPATHIE
tc0596,"NIVELLE de la CHAUSSÉE, Pierre","LA GOUVERNANTE, Comédie.",1747,1747,Comédie,moeurs françaises,Cinq actes,vers,NIVELLE_GOUVERNANTE
tc0597,"NIVELLE de la CHAUSSÉE, Pierre","LE PRÉJUGÉ À LA MODE, COMÉDIE.",1735,1735,Comédie,moeurs françaises,Cinq actes,vers,NIVELLE_PREJUGEALAMODE
tc0598,"OUVILLE, Antoine le Métel",L'ABSENT CHEZ SOI,1643,1643,Comédie,moeurs françaises,Cinq actes,vers,OUVILLE_ABSENTCHEZSOI
tc0599,"OUVILLE, Antoine le Métel","LES FAUSSES VÉRITÉS, COMÉDIE",1643,1643,Comédie,moeurs françaises,Cinq actes,vers,OUVILLE_FAUSSESVERITES
tc0600,"OUZICOURT, M. d'","BÉLISAIRE, DRAME",n.av.,1769,Drame,histoire romaine,Cinq actes,vers,OZICOURT_BELIZAIRE
tc0601,"OUZICOURT, M. d'","ROMÉO ET JULIETTE, DRAME",n.av.,1771,Drame,histoire italienne,Cinq actes,vers,OZICOURT_ROMEOJULIETTE
tc0602,PAIN et RIOU,"LES CHOUANS ou LA RÉPUBLICAINE DE MALESTROIT, TRAIT HISTORIQUE",n.av.,1794,Trait historique,moeurs françaises,Un acte,mixte,PAIN-RIOU_CHOUANS
tc0603,"PAIN, Joseph-Marie","L'APPARTEMENT A LOUER, COMÉDIE",n.av.,1799,Comédie,moeurs françaises,Un acte,mixte,PAIN_APPARTEMENTALOUER
tc0604,"PALISSOT de MONTENOY, Charles","LE BARBIER DE BAGDAD, COMÉDIE UN ACTE.",1760,1760,Comédie,Contes milles et une nuits,Un acte,prose,PALISSOT_BARBIERDEBAGDAD
tc0605,"PALISSOT de MONTENOY, Charles","LE CERCLE OU LES ORIGINAUX, COMÉDIE UN ACTE.",1760,1760,Comédie,moeurs françaises,Un acte,prose,PALISSOT_CERCLE
tc0606,"PALISSOT de MONTENOY, Charles","NINUS SECOND, TRAGÉDIE.",n.av.,1751,Tragédie,histoire orientale,Cinq actes,vers,PALISSOT_NINUS
tc0607,"PALISSOT de MONTENOY, Charles","LES PHILOSOPHES, COMÉDIE en trois actes et en vers.",1760,1760,Comédie,moeurs françaises,Trois actes,vers,PALISSOT_PHILOSOPHES
tc0608,"PALISSOT de MONTENOY, Charles","LES TUTEURS, COMÉDIE en deux actes et en vers.",1760,1760,Comédie,moeurs françaises,Deux actes,vers,PALISSOT_TUTEURS
tc0609,"PATRAT, Joseph","L'HEUREUSE ERREUR, COMÉDIE",n.av.,1783,Comédie,moeurs françaises,Un acte,prose,PATRAT_HEUREUSEERREUR
tc0610,"PATRAT, Joseph","LA VENGEANCE, COMÉDIE",n.av.,1798,Comédie,moeurs françaises,Un acte,vers,PATRAT_VENGEANCE
tc0611,"PELLEGRIN, Simon-Joseph, Abbé","TIBÈRE, TRAGÉDIE",n.av.,1727,Tragédie,histoire romaine,Cinq actes,vers,PELLEGRIN_TIBERE
tc0612,"PELLET DESBARREAUX, Hiacinthe","MOLIÈRE À TOULOUSE, COMÉDIE EN UN ACTE ET EN VERS.",n.av.,1787,Comédie,mythe grec,Un acte,vers,PELLET-DESBARREAUX_MOLIEREATOULOUSE
tc0613,"PIRON, Alexis","ARLEQUIN DEUCALION, COMÉDIE",n.av.,1722,Comédie,mythe grec,Trois actes,mixte,PIRON_ARLEQUINDECALION
tc0614,"PIRON, Alexis","L'ÉCOLE DES PÈRES ou LES FILS INGRATS, COMÉDIE",1728,1728,Comédie,moeurs françaises,Cinq actes,vers,PIRON_ECOLEPERES
tc0615,"PIRON, Alexis","LA FAUSSE ALARME, PASTORALE en un ACTE",1776,1776,Pastorale,pastorale,Un acte,vers,PIRON_FAUSSEALARME
tc0616,"PIRON, Alexis","GUSTAVE WASA, TRAGÉDIE",1733,1733,Tragédie,histoire suédoise,Cinq actes,vers,PIRON_GUSTAVEWASA
tc0617,"PIRON, Alexis","LA MÉTROMANIE, COMÉDIE",1738,1738,Comédie,moeurs françaises,Cinq actes,vers,PIRON_METROMANIE
tc0618,"GUILBERT-PIXERÉCOURT, René Charles","VICTOR, OU L'ENFANT DE LA FORÊT, DRAME.",n.av.,1798,Drame,moeurs françaises,Trois actes,prose,PIXERECOURT_VICTOR
tc0619,"PLANCHER de VALCOUR, Philippe","LA VENGEANCE, COMÉDIE",n.av.,1788,Comédie,moeurs françaises,Un acte,prose,PLANCHER_VERREDEAU
tc0620,"POINSINET de SIVRY, Louis","AJAX, TRAGÉDIE.",1755,1789,Tragédie,mythe grec,Cinq actes,vers,POINSINET_AJAX
tc0621,"POINSINET de SIVRY, Antoine-Alexandre-Henri","LE CERCLE, OU LA SOIRÉE A LA MODE, COMÉDIE en un ACTE et en VERS.",n.av.,1764,Comédie,moeurs françaises,Un acte,prose,POINSINET_CERCLE
tc0622,"POINSINET, Antoine-Alexandre-Henri","LES FRA-MAÇONNES, PARODIE",n.av.,1754,Parodie,moeurs françaises,Un acte,vers,POINSINET_FRAMACONNES
tc0623,"POINSINET de SIVRY, Louis","LES PHILOSOPHES DE BOIS, COMÉDIE en un ACTE et en VERS.",1755,1760,Comédie,moeurs françaises,Un acte,vers,POINSINET_PHILOSOPHESDEBOIS
tc0624,"POISSON, Jean-François","LA HOLLANDE MALADE, COMÉDIE EN UN ACTE",n.av.,1672,Comédie,moeurs françaises,Un acte,vers,POISSON_HOLANDEMALADE
tc0625,"POISSON, Jean-François","LE SOT VENGÉ, COMÉDIE EN UN ACTE",n.av.,1679,Comédie,moeurs françaises,Un acte,vers,POISSON_SOTVENGE
tc0626,"POMPIGNY, Maurin de","LE NUD D'AMOUR,COMÉDIE EN UN ACTE ET EN PROSE.",n.av.,1782,Comédie,moeurs françaises,Un acte,mixte,POMPIGNY_NOEUDDAMOUR
tc0627,"PRADE, Jean Le Royer de","ARSACE, ROI DES PARTHES, TRAGÉDIE.",n.av.,1666,Tragédie,histoire antique,Cinq actes,vers,PRADE_ARSACE
tc0628,"PRADON, Nicolas","TAMERLAN OU LA MORT DE BAJAZET, TRAGÉDIE",n.av.,1676,Tragédie,histoire ottomane,Cinq actes,vers,PRADON_MORTDEBAJAZET
tc0629,"PRADON, Nicolas","PHÈDRE ET HIPPOLYTE, TRAGÉDIE",1677,1677,Tragédie,mythe grec,Cinq actes,vers,PRADON_PHEDRE
tc0630,"PRADON, Nicolas","RÉGULUS, TRAGÉDIE",n.av.,1687,Tragédie,histoire romaine,Cinq actes,vers,PRADON_REGULUS
tc0631,"PRADON, Nicolas","SCIPION L'AFRICAIN, TRAGÉDIE",n.av.,1697,Tragédie,histoire romaine,Cinq actes,vers,PRADON_SCIPION
tc0632,"PRADON, Nicolas","STATIRA, TRAGÉDIE",1677,1680,Tragédie,histoire antique,Cinq actes,vers,PRADON_STATIRA
tc0633,"PUGET DE LA SERRE, Jean","LE SAC DE CARTHAGE, TRAGÉDIE",n.av.,1642,Tragédie,histoire romaine,Cinq actes,prose,PUGETDELASERRE_SACDECARTHAGE
tc0634,"QUINAULT, Philippe","AMADIS, TRAGÉDIE",n.av.,1684,Tragédie en musique,mythe grec,"Cinq actes, un prologue",vers,QUINAULT_AMADIS
tc0635,"QUINAULT, Philippe","ARMIDE, TRAGÉDIE.",n.av.,1686,Opéra,histoire française,"Cinq actes, un prologue",vers,QUINAULT_ARMIDE
tc0636,"QUINAULT, Philippe","ATYS, TRAGÉDIE",n.av.,1676,Tragédie,mythe grec,"Cinq actes, un prologue",vers,QUINAULT_ATYS
tc0637,"QUINAULT, Philippe","BELLÉROPHON, TRAGÉDIE",n.av.,1671,Tragédie,mythe grec,Cinq actes,vers,QUINAULT_BELLEROPHON
tc0638,"QUINAULT, Philippe","CADMUS et HERMIONE, TRAGÉDIE",n.av.,1673,Opéra,mythe grec,"Cinq actes, un prologue",vers,QUINAULT_CADMUSHERMIONE
tc0639,"QUINAULT, Philippe","LE DOCTEUR DE VERRE, COMÉDIE",n.av.,1689,Comédie,moeurs françaises,Un acte,vers,QUINAULT_DOCTEURDEVERRE
tc0640,"QUINAULT, Philippe","LE FANTOME AMOUREUX, TRAGI-COMÉDIE",n.av.,1657,Tragi-comédie,moeurs italiennes,Cinq actes,vers,QUINAULT_FANTOMEAMOUREUX
tc0641,"QUINAULT, Philippe","LES FÊTES DE L'AMOUR ET DE BACCHUS, PASTORALE",n.av.,1672,Pastorale,mythe grec,"Cinq actes, un prologue",vers,QUINAULT_FETESAMOURBACCHUS
tc0642,"QUINAULT, Philippe","ISIS, TRAGÉDIE en MUSIQUE",n.av.,1687,Opéra,mythe grec,"Cinq actes, un prologue",vers,QUINAULT_ISIS
tc0643,"QUINAULT, Philippe","LA MERE COQUETTE ou LES AMANTS BROUILLES, COMÉDIE",n.av.,1665,Comédie,moeurs françaises,Cinq actes,vers,QUINAULT_MERECOQUETTE
tc0644,"QUINAULT, Philippe","PERSÉE, TRAGÉDIE",n.av.,1682,Opéra,mythe grec,"Cinq actes, un prologue",vers,QUINAULT_PERSEE
tc0645,"QUINAULT, Philippe","PROSERPINE, TRAGÉDIE",1680,1680,Tragédie,mythe grec,"Cinq actes, un prologue",vers,QUINAULT_PROSERPINE
tc0646,"QUINAULT, Philippe","ROLAND, TRAGÉDIE EN MUSIQUE",n.av.,1685,Opéra,Histoire française,"Cinq actes, un prologue",vers,QUINAULT_ROLAND
tc0647,"QUINAULT, Philippe","STRATONICE, TRAGI-COMÉDIE",1660,1660,Tragi-comédie,histoire romaine,Cinq actes,vers,QUINAULT_STRATONICE
tc0648,"QUINAULT, Philippe","THÉSÉE, TRAGÉDIE",1688,1675,Tragédie en musique,mythe grec,"Cinq actes, un prologue",vers,QUINAULT_THESEE
tc0649,"RACINE, Jean","ALEXANDRE LE GRAND, TRAGÉDIE.",1665,1697,Tragédie,histoire grecque,Cinq actes,vers,RACINE_ALEXANDRE
tc0650,"RACINE, Jean","ALEXANDRE LE GRAND, TRAGÉDIE.",1665,1666,Tragédie,histoire grecque,Cinq actes,vers,RACINE_ALEXANDRE66
tc0651,"RACINE, Jean","ANDROMAQUE, TRAGÉDIE",n.av.,1697,Tragédie,mythe grec,Cinq actes,vers,RACINE_ANDROMAQUE
tc0652,"RACINE, Jean","ANDROMAQUE, TRAGÉDIE",n.av.,1668,Tragédie,mythe grec,Cinq actes,vers,RACINE_ANDROMAQUE68
tc0653,"RACINE, Jean","ATHALIE, TRAGÉDIE tirée de l'écriture sainte.",1691,1691,Tragédie,bible,Cinq actes,vers,RACINE_ATHALIE
tc0654,"RACINE, Jean","BAJAZET, TRAGÉDIE",1672,1672,Tragédie,histoire orientale,Cinq actes,vers,RACINE_BAJAZET
tc0655,"RACINE, Jean","BÉRÉNICE, TRAGÉDIE",n.av.,1671,Tragédie,histoire romaine,Cinq actes,vers,RACINE_BERENICE
tc0656,"RACINE, Jean","BRITANNICUS, TRAGÉDIE",1670,1670,Tragédie,histoire romaine,Cinq actes,vers,RACINE_BRITANNICUS
tc0657,"RACINE, Jean","ESTHER, TRAGÉDIE tirée de l'écriture sainte.",n.av.,1689,Tragédie,bible,"Trois actes, un prologue",vers,RACINE_ESTHER
tc0658,"RACINE, Jean","IPHIGÉNIE, TRAGÉDIE.",1674,1674,Tragédie,mythe grec,Cinq actes,vers,RACINE_IPHIGENIE
tc0659,"RACINE, Jean","MITHRIDATE, TRAGÉDIE.",1673,1673,Tragédie,histoire romaine,Cinq actes,vers,RACINE_MITHRIDATE
tc0660,"RACINE, Jean","PHÈDRE, TRAGÉDIE",n.av.,1697,Tragédie,mythe grec,Cinq actes,vers,RACINE_PHEDRE
tc0661,"RACINE, Jean","PHÈDRE, TRAGÉDIE",1677,1677,Tragédie,mythe grec,Cinq actes,vers,RACINE_PHEDRE77
tc0662,"RACINE, Jean","LES PLAIDEURS, COMÉDIE.",1669,1697,Comédie,moeurs françaises,Trois actes,vers,RACINE_PLAIDEURS
tc0663,"RACINE, Jean","LES PLAIDEURS, COMÉDIE.",n.av.,1669,Comédie,moeurs françaises,Trois actes,vers,RACINE_PLAIDEURS69
tc0664,"RACINE, Jean","LA THÉBAÏDE ou LES FRÈRES ENNEMIS, TRAGÉDIE.",1580,1697,Tragédie,mythe grec,Cinq actes,vers,RACINE_THEBAIDE
tc0665,"RACINE, Jean","LA THÉBAÏDE ou LES FRÈRES ENNEMIS, TRAGÉDIE.",1664,1664,Tragédie,mythe grec,Cinq actes,vers,RACINE_THEBAIDE64
tc0666,"REGNARD, Jean-François","ARLEQUIN AUX ENFERS, COMÉDIE",n.av.,1689,Comédie,mythe grec,Trois actes,prose,REGNARD_ARLEQUINAUXENFERS
tc0667,"REGNARD, Jean-François","ARLEQUIN, HOMME À BONNES FORTUNES. ",n.av.,1690,Comédie,moeurs françaises,Trois actes,prose,REGNARD_ARLEQUINBONNESFORTUNES
tc0668,"REGNARD, Jean-François","ATTENDEZ-MOI SOUS L'ORME, COMÉDIE",1697,1694,Comédie,moeurs françaises,Un acte,prose,REGNARD_ATTENDEZSOUSLORME
tc0669,"REGNARD, Jean-François","LE BAL, COMÉDIE",1692,1696,Comédie,moeurs françaises,Un acte,vers,REGNARD_BAL
tc0670,"REGNARD, Jean-François",LE CARNAVAL DE VENISE,n.av.,1699,Ballet,moeurs françaises,Trois actes,vers,REGNARD_CARNAVALDEVENISE
tc0671,"REGNARD, Jean-François","LA COQUETTE, OU L'ACADÉMIE DES DAMES, COMÉDIE EN TROIS ACTES",1692,1691,Comédie,moeurs françaises,Cinq actes,mixte,REGNARD_COQUETTE
tc0672,"REGNARD, Jean-François","DÉMOCRITE, COMÉDIE",1692,1700,Comédie,moeurs antiques,Cinq actes,vers,REGNARD_DEMOCRITE
tc0673,"REGNARD, Jean-François","LE DISTRAIT, COMÉDIE",1697,1697,Comédie,moeurs françaises,Cinq actes,vers,REGNARD_DISTRAIT
tc0674,"REGNARD, Jean-François","LE DIVORCE, COMÉDIE.",1697,1688,Comédie,moeurs françaises,Trois actes,prose,REGNARD_DIVORCE
tc0675,"REGNARD, Jean-François","LES FILLES ERRANTES, OU LES INTRIGUES DES HÔTELLERIES, COMÉDIE EN TROIS ACTES",1692,1690,Comédie,moeurs françaises,Trois actes,prose,REGNARD_FILLESERRANTES
tc0676,"REGNARD, Jean-François","LES FOLIES AMOUREUSES, COMÉDIE.",1692,1696,Comédie,moeurs françaises,"Trois actes, un prologue",vers,REGNARD_FOLIESAMOUREUSES
tc0677,"REGNARD, Jean-François","LA CRITIQUE DE L'HOMME À BONNES FORTUNES, COMÉDIE.",n.av.,1690,Comédie,moeurs françaises,Un acte,prose,REGNARD_HOMMEBONNEFORTUNECRITIQUE
tc0678,"REGNARD, Jean-François","LE JOUEUR, COMÉDIE EN VERS et EN CINQ ACTES",1692,1692,Comédie,moeurs françaises,Cinq actes,vers,REGNARD_JOUEUR
tc0679,"REGNARD, Jean-François","LE LÉGATAIRE UNIVERSEL, COMÉDIE",1697,1704,Comédie,moeurs françaises,Cinq actes,vers,REGNARD_LEGATAIRE
tc0680,"REGNARD, Jean-François","LA CRITIQUE DU LÉGATAIRE, COMÉDIE EN UN ACTE",n.av.,1708,Comédie,moeurs françaises,Un acte,prose,REGNARD_LEGATAIRECRITIQUE
tc0681,"REGNARD, Jean-François","LES MÉNECHMES, ou LES JUMEAUX, COMÉDIE",1692,1705,Comédie,moeurs françaises,Cinq actes,vers,REGNARD_MENECHMES
tc0682,"REGNARD, Jean-François","LE RETOUR IMPRÉVU, COMÉDIE",1692,1700,Comédie,moeurs françaises,Un acte,prose,REGNARD_RETOURIMPREVU
tc0683,"REGNARD, Jean-François","SAPOR, TRAGÉDIE",1697,1704,Tragédie,histoire romaine,Cinq actes,vers,REGNARD_SAPOR
tc0684,"REGNARD, Jean-François","LA SÉRÉNADE, COMÉDIE",1697,1694,Comédie,moeurs françaises,Un acte,mixte,REGNARD_SERENADE
tc0685,"REGNARD, Jean-François","LES SOUHAITS, COMÉDIE EN UN ACTE",1697,1700,Comédie,moeurs françaises,Un acte,vers,REGNARD_SOUHAITS
tc0686,"REGNARD, Jean-François","LES VENDANGES, ou LE BAILLI D'ANIÈRES, COMÉDIE en un ACTE",1697,1731,Comédie,moeurs françaises,Un acte,mixte,REGNARD_VENDANGES
tc0687,"RESTIF DE LE BRETONNE, Edme","LE JUGEMENT DE PÂRIS, COMÉDIE.",n.av.,1773,Comédie,mythe grec,Un acte,prose,RESTIF_JUGEMENTDEPARIS
tc0688,"RICCOBONI père, RICCOBONI fils, ROMAGNESI","L'ÉCHO DU PUBLIC, COMÉDIE EN VERS ET EN UN ACTE.",n.av.,1760,Comédie,moeurs françaises,Un acte,vers,RICCOBONI-RICCOBONI-ROMAGNESI_ECHODUPUBLIC
tc0689,RICCOBONI et ROMAGNESI,"LES COMPLIMENTS, PIÈCE EN UNE SCENE.",n.av.,1736,Pièce,moeurs françaises,Un acte,mixte,RICCOBONIROMAGNESI_COMPLIMENTS
tc0690,"ROCHON  DE CHABANNES, Marc-Antoine-Jacques","HEREUSEMENT, COMÉDIE",n.av.,1762,Comédie,Moeurs françaises,Un acte,vers,ROCHON_HEUREUSEMENT
tc0691,"ROMAGNESI, Jean Antoine","LA RANCUNE, PARODIE DE PHILOCTETE.",n.av.,1755,Comédie,moeurs françaises,Un acte,vers,ROMAGNESI_RANCUNE
tc0692,RICCOBONI et ROMAGNESI,"LES SAUVAGES, PARODIE.",n.av.,1736,Piece,moeurs américaines,Un acte,vers,ROMAGNESIRICCOBONI_SAUVAGES
tc0693,"ROSIMOND, DUMESNIL Jean-Baptiste dit","AVOCAT SAVETIER, COMÉDIE.",n.av.,1683,Comédie,moeurs françaises,Un acte,vers,ROSIMOND_AVOCATSAVETIER
tc0694,"ROSIMOND, Jean-Baptiste du Mesnil dit Claude La Rose","LE NOUVEAU FESTIN DE PIERRE, OU L'ATHÉE FOUDROYÉ. TRAGI-COMÉDIE.",n.av.,1670,Tragi-comédie,moeurs italiennes,Cinq actes,vers,ROSIMOND_FESTINDEPIERRE
tc0695,"ROTROU, Jean","AGESILAN de COLCHOS, TRAGI-COMÉDIE",1637,1637,Tragi-comédie,histoire grecque,Cinq actes,vers,ROTROU_AGESILAN
tc0696,"ROTROU, Jean","AMARILLIS, PASTORALE.",1637,1653,Pastorale,pastorale,Cinq actes,vers,ROTROU_AMARILLIS
tc0697,"ROTROU, Jean","AMÉLIE, TRAGI-COMÉDIE",1648,1637,Tragi-comédie,histoire romaine,Cinq actes,vers,ROTROU_AMELIE
tc0698,"ROTROU, Jean","ANTIGONE, TRAGÉDIE",1638,1638,Tragédie,pastorale,Cinq actes,vers,ROTROU_ANTIGONE
tc0699,"ROTROU, Jean","CLÉAGÉNOR et DORISTÉE, TRAGI-COMÉDIE.",1637,1634,Pastorale,pastorale,Cinq actes,vers,ROTROU_CLEAGENOR
tc0700,"ROTROU, Jean","COSROËS, TRAGÉDIE.",1649,1649,Tragédie,histoire orientale,Cinq actes,vers,ROTROU_COSROES
tc0701,"ROTROU, Jean","DON BERNARD DE CABRERE, TRAGI-COMÉDIE",1637,1647,Tragi-comédie,histoire espagnole,Cinq actes,vers,ROTROU_DOMBERNARDDECABRERE
tc0702,"ROTROU, JeAn","HERCULE MOURANT, TRAGÉDIE",n.av.,1636,Tragédie,mythe grec,Cinq actes,vers,ROTROU_HERCULEMOURANT
tc0703,"ROTROU, Jean","LE VÉRITABLE SAINT GENEST, TRAGÉDIE",1648,1648,Tragédie,histoire romaine,Cinq actes,vers,ROTROU_SAINTGENEST
tc0704,"ROTROU, Jean","LES SOSIES, COMÉDIE",1648,1638,Comédie,mythe grec,Cinq actes,vers,ROTROU_SOSIES
tc0705,"ROTROU, Jean",VENCESLAS,1648,1648,Tragi-comédie,histoire polonaise,Cinq actes,vers,ROTROU_VENCESLAS
tc0706,"ROUSSEAU, Jean-Jacques",LE DEVIN DU VILLAGE,1752,1753,Bergerie,moeurs françaises,Un acte,vers,ROUSSEAU_DEVINDUVILLAGE
tc0707,"ROUSSEAU, Jean-Jacques","L'ENGAGEMENT TÉMÉRAIRE, COMÉDIE",1752,1747,Bergerie,moeurs françaises,Un acte,vers,ROUSSEAU_ENGAGEMENTTEMERAIRE
tc0708,"ROUSSEAU, Jean-Jacques","LES MUSES GALANTES, BALLET.",1743,1743,Ballet,mythe grec,"Trois actes, un prologue",vers,ROUSSEAU_MUSESGALANTES
tc0709,"ROUSSEAU, Jean-Jacques","NARCISSE ou L'Amant de lui-même, COMÉDIE",1752,1752,Comédie,moeurs françaises,Un acte,prose,ROUSSEAU_NARCISSE
tc0710,"ROUSSEAU, Jean-Jacques",LES PRISONNIERS DE GUERRE,1752,1752,Comédie,moeurs hongroises,Un acte,prose,ROUSSEAU_PRISONNIERSDEGUERRE
tc0711,"ROUSSEAU, Jean Baptiste","LE CAFÉ, COMÉDIE EN UN ACTE",n.av.,1694,Comédie,moeurs françaises,Un acte,prose,ROUSSEAUJB_CAFE
tc0712,"ROUSSEAU, Jean Baptiste",LA CEINTURE MAGIQUE,n.av.,1701,Comédie,moeurs françaises,Un acte,prose,ROUSSEAUJB_CEINTUREMAGIQUE
tc0713,"ROUSSEAU, Jean Baptiste","JASON, ou LA TOISON-D'OR",n.av.,1694,Opéra,mythe grec,"Cinq actes, un prologue",vers,ROUSSEAUJB_JASON
tc0714,"SAINT-AIGNAN, Etienne","LE MARTYRE DE MARIE-ANTOINETTE D'AUTRICHE, REINE DE FRANCE. TRAGÉDIE EN CINQ ACTES.",n.av.,1796,Tragédie,histoire française,Cinq actes,vers,SAINTAIGNAN_MARTYREMARIEANTOINETTE
tc0715,"SAINT-AIGNAN, Etienne","LA MORT DE LOUIS XVI, TRAGÉDIE EN TROIS ACTES.",n.av.,1793,Tragédie,histoire française,Trois actes,vers,SAINTAIGNAN_MORTLOUISXVI
tc0716,"SAINT-EVREMOND, Charles de","LA COMÉDIE DES ACADÉMICIENS, COMÉDIE.",1650,1650,Comédie,moeurs françaises,Trois actes,vers,SAINTEVREMOND_COMEDIEDESACADEMICIENS
tc0717,"SAINT-PRIEST, Commandant","LE POT AU NOIR ET  LE POT AUX ROSES OU DAPHNIS ET HORTENSE, PASTORALE EN UN ACTE.",n.av.,1789,Pastorale,Pastorale,Un acte,mixte,SAINTPRIEST_POTAUNOIRPOTAUXROSES
